AID,YEAR_R,PROD_CODE,FULL_NAME,PROV_CODE,PROVINCE_N,PLANT_AREA,PRODUCT,HARVEST_AREA,DATE_R
390,2558,2,กุ้งขาวแวนนาไม,11,สมุทรปราการ,5407,3123,578,23092564
391,2558,2,กุ้งขาวแวนนาไม,74,สมุทรสาคร,9969,10691,1072,23092564
392,2558,2,กุ้งขาวแวนนาไม,75,สมุทรสงคราม,1058,1227,1160,23092564
393,2558,2,กุ้งขาวแวนนาไม,76,เพชรบุรี,4610,6069,1316,23092564
394,2558,2,กุ้งขาวแวนนาไม,77,ประจวบคีรีขันธ์,6052,12104,2000,23092564
395,2558,2,กุ้งขาวแวนนาไม,86,ชุมพร,5110,10147,1986,23092564
396,2558,2,กุ้งขาวแวนนาไม,85,ระนอง ,3608,10485,2906,23092564
397,2558,2,กุ้งขาวแวนนาไม,84,สุราษฎร์ธานี ,14078,26453,1879,23092564
398,2558,2,กุ้งขาวแวนนาไม,82,พังงา,4110,8314,2023,23092564
399,2558,2,กุ้งขาวแวนนาไม,83,ภูเก็ต,797,1325,1662,23092564
400,2558,2,กุ้งขาวแวนนาไม,81,กระบี่,3727,7755,2081,23092564
401,2558,2,กุ้งขาวแวนนาไม,92,ตรัง  ,4787,11030,2304,23092564
402,2558,2,กุ้งขาวแวนนาไม,80,นครศรีธรรมราช,12433,14327,1152,23092564
403,2558,2,กุ้งขาวแวนนาไม,93,พัทลุง,560,1078,1925,23092564
404,2558,2,กุ้งขาวแวนนาไม,90,สงขลา,7560,12126,1604,23092564
405,2558,2,กุ้งขาวแวนนาไม,91,สตูล,5600,9526,1701,23092564
406,2558,2,กุ้งขาวแวนนาไม,94,ปัตตานี,1314,2597,1976,23092564
407,2558,2,กุ้งขาวแวนนาไม,96,นราธิวาส,158,199,1259,23092564
408,2557,2,กุ้งขาวแวนนาไม,25,ปราจีนบุรี,4735,4408,931,27102559
409,2557,2,กุ้งขาวแวนนาไม,24,ฉะเชิงเทรา,18002,18409,1023,27102559
410,2557,2,กุ้งขาวแวนนาไม,22,จันทบุรี  ,19825,34455,1738,27102559
411,2557,2,กุ้งขาวแวนนาไม,23,ตราด   ,9266,21400,2310,27102559
412,2557,2,กุ้งขาวแวนนาไม,21,ระยอง,6514,9894,1519,27102559
413,2557,2,กุ้งขาวแวนนาไม,20,ชลบุรี,2107,1321,627,27102559
414,2557,2,กุ้งขาวแวนนาไม,11,สมุทรปราการ,5733,3348,584,27102559
415,2557,2,กุ้งขาวแวนนาไม,74,สมุทรสาคร,9952,10440,1049,27102559
416,2557,2,กุ้งขาวแวนนาไม,75,สมุทรสงคราม,1089,1296,1190,27102559
417,2557,2,กุ้งขาวแวนนาไม,76,เพชรบุรี,4961,6584,1327,27102559
418,2557,2,กุ้งขาวแวนนาไม,77,ประจวบคีรีขันธ์,6743,13069,1938,27102559
419,2557,2,กุ้งขาวแวนนาไม,86,ชุมพร,4787,8253,1724,27102559
420,2557,2,กุ้งขาวแวนนาไม,85,ระนอง,3459,8252,2386,27102559
421,2557,2,กุ้งขาวแวนนาไม,84,สุราษฎร์ธานี,11462,18202,1588,27102559
422,2557,2,กุ้งขาวแวนนาไม,82,พังงา,4165,7728,1855,27102559
423,2557,2,กุ้งขาวแวนนาไม,83,ภูเก็ต,897,1829,2039,27102559
424,2557,2,กุ้งขาวแวนนาไม,81,กระบี่,3696,6198,1677,27102559
425,2557,2,กุ้งขาวแวนนาไม,92,ตรัง,4660,8368,1796,27102559
426,2557,2,กุ้งขาวแวนนาไม,80,นครศรีธรรมราช,11895,13299,1118,27102559
427,2557,2,กุ้งขาวแวนนาไม,93,พัทลุง,423,679,1605,27102559
428,2557,2,กุ้งขาวแวนนาไม,90,สงขลา,7742,13348,1724,27102559
429,2557,2,กุ้งขาวแวนนาไม,91,สตูล,5741,8488,1478,27102559
430,2557,2,กุ้งขาวแวนนาไม,94,ปัตตานี,1271,2010,1581,27102559
431,2557,2,กุ้งขาวแวนนาไม,96,นราธิวาส,180,172,956,27102559
432,2556,2,กุ้งขาวแวนนาไม,25,ปราจีนบุรี,4608,3803,825,10012560
433,2556,2,กุ้งขาวแวนนาไม,24,ฉะเชิงเทรา,16011,14554,909,10012560
434,2556,2,กุ้งขาวแวนนาไม,22,จันทบุรี,21205,33451,1578,10012560
435,2556,2,กุ้งขาวแวนนาไม,23,ตราด,9630,20878,2168,10012560
436,2556,2,กุ้งขาวแวนนาไม,21,ระยอง,7206,10798,1498,10012560
437,2556,2,กุ้งขาวแวนนาไม,20,ชลบุรี,2093,1231,588,10012560
438,2556,2,กุ้งขาวแวนนาไม,11,สมุทรปราการ,5865,3594,613,10012560
439,2556,2,กุ้งขาวแวนนาไม,74,สมุทรสาคร,9690,9945,1026,10012560
440,2556,2,กุ้งขาวแวนนาไม,75,สมุทรสงคราม,996,1148,1153,10012560
441,2556,2,กุ้งขาวแวนนาไม,76,เพชรบุรี,5422,6825,1259,10012560
442,2556,2,กุ้งขาวแวนนาไม,77,ประจวบคีรีขันธ์,7907,15952,2017,10012560
443,2556,2,กุ้งขาวแวนนาไม,86,ชุมพร,8474,17875,2109,10012560
444,2556,2,กุ้งขาวแวนนาไม,85,ระนอง ,3722,11237,3019,10012560
445,2556,2,กุ้งขาวแวนนาไม,84,สุราษฎร์ธานี,15925,29159,1831,10012560
446,2556,2,กุ้งขาวแวนนาไม,82,พังงา,6144,14382,2341,10012560
447,2556,2,กุ้งขาวแวนนาไม,83,ภูเก็ต,1078,2658,2466,10012560
448,2556,2,กุ้งขาวแวนนาไม,81,กระบี่,5770,12130,2102,10012560
449,2556,2,กุ้งขาวแวนนาไม,92,ตรัง  ,7308,16724,2288,10012560
450,2556,2,กุ้งขาวแวนนาไม,80,นครศรีธรรมราช,14927,17670,1184,10012560
451,2556,2,กุ้งขาวแวนนาไม,93,พัทลุง,481,962,2000,10012560
452,2556,2,กุ้งขาวแวนนาไม,90,สงขลา,7586,12712,1676,10012560
453,2556,2,กุ้งขาวแวนนาไม,91,สตูล,7005,16515,2358,10012560
454,2556,2,กุ้งขาวแวนนาไม,94,ปัตตานี,1197,1891,1580,10012560
455,2556,2,กุ้งขาวแวนนาไม,96,นราธิวาส,120,242,2017,10012560
456,2555,2,กุ้งขาวแวนนาไม,10,กรุงเทพมหานคร,45,17,378,26022559
457,2555,2,กุ้งขาวแวนนาไม,25,ปราจีนบุรี,6827,6891,1009,26022559
458,2555,2,กุ้งขาวแวนนาไม,24,ฉะเชิงเทรา,20396,21225,1041,26022559
459,2555,2,กุ้งขาวแวนนาไม,22,จันทบุรี  ,25843,60628,2346,26022559
460,2555,2,กุ้งขาวแวนนาไม,23,ตราด   ,12208,37936,3107,26022559
461,2555,2,กุ้งขาวแวนนาไม,21,ระยอง,9543,25110,2631,26022559
462,2555,2,กุ้งขาวแวนนาไม,20,ชลบุรี,2563,1184,462,26022559
463,2555,2,กุ้งขาวแวนนาไม,11,สมุทรปราการ,8347,4185,501,26022559
464,2555,2,กุ้งขาวแวนนาไม,74,สมุทรสาคร,11373,19393,1705,26022559
465,2555,2,กุ้งขาวแวนนาไม,75,สมุทรสงคราม,842,1184,1406,26022559
466,2555,2,กุ้งขาวแวนนาไม,76,เพชรบุรี,6150,11475,1866,26022559
467,2555,2,กุ้งขาวแวนนาไม,77,ประจวบคีรีขันธ์,15813,40670,2572,26022559
468,2555,2,กุ้งขาวแวนนาไม,86,ชุมพร,10454,27801,2659,26022559
469,2555,2,กุ้งขาวแวนนาไม,85,ระนอง,3845,12645,3289,26022559
470,2555,2,กุ้งขาวแวนนาไม,84,สุราษฎร์ธานี,21600,64820,3001,26022559
471,2555,2,กุ้งขาวแวนนาไม,82,พังงา,8357,22304,2669,26022559
472,2555,2,กุ้งขาวแวนนาไม,83,ภูเก็ต,1337,4095,3063,26022559
473,2555,2,กุ้งขาวแวนนาไม,81,กระบี่,7765,21542,2774,26022559
474,2555,2,กุ้งขาวแวนนาไม,92,ตรัง,9363,35821,3826,26022559
475,2555,2,กุ้งขาวแวนนาไม,80,นครศรีธรรมราช,22197,43470,1958,26022559
476,2555,2,กุ้งขาวแวนนาไม,93,พัทลุง,535,1179,2204,26022559
477,2555,2,กุ้งขาวแวนนาไม,90,สงขลา,13071,46749,3577,26022559
478,2555,2,กุ้งขาวแวนนาไม,91,สตูล,9611,33744,3511,26022559
479,2555,2,กุ้งขาวแวนนาไม,94,ปัตตานี,2616,8365,3198,26022559
480,2555,2,กุ้งขาวแวนนาไม,96,นราธิวาส,200,784,3920,26022559
